"sp","lon","lat"
"Sooretamys angouya",-55.76,-26.46
"Sooretamys angouya",-51.71,-26.58
"Sooretamys angouya",-49.67,-26.7
"Sooretamys angouya",-51.78,-27.14
"Sooretamys angouya",-53.03,-27.44
"Sooretamys angouya",-48.51,-27.6
"Sooretamys angouya",-52.22,-28.04
"Sooretamys angouya",-52.19,-28.32
"Sooretamys angouya",-49.59,-28.61
"Sooretamys angouya",-49.76,-28.84
"Sooretamys angouya",-50.2,-29.32
"Sooretamys angouya",-49.76,-29.37
"Sooretamys angouya",-50.19,-29.38
"Sooretamys angouya",-50.39,-29.42
"Sooretamys angouya",-50.11,-29.51
"Sooretamys angouya",-52.2,-29.58
"Sooretamys angouya",-53.85,-29.79
"Sooretamys angouya",-51.03,-30.23
"Sooretamys angouya",-50.35,-30.38
"Sooretamys angouya",-55.45,-24.12
"Sooretamys angouya",-56.37,-27.63
"Sooretamys angouya",-56.37,-27.62
"Sooretamys angouya",-58.17,-25.97
"Sooretamys angouya",-58,-25.2
"Sooretamys angouya",-54.2,-25.97
"Sooretamys angouya",-54.18,-25.6
"Sooretamys angouya",-55.75,-27.92
"Sooretamys angouya",-54.2,-27.37
"Sooretamys angouya",-54.07,-27.27
"Sooretamys angouya",-53.92,-26.13
"Sooretamys angouya",-54.28,-25.92
"Sooretamys angouya",-55.52,-27.28
"Sooretamys angouya",-55.12,-26.95
"Sooretamys angouya",-55.47,-27.48
"Sooretamys angouya",-54.98,-27.47
"Sooretamys angouya",-54.43,-25.68
"Sooretamys angouya",-54.3,-26.77
"Sooretamys angouya",-54.65,-27.03
"Sooretamys angouya",-54.57,-26.4
"Sooretamys angouya",-55.53,-27.32
"Sooretamys angouya",-54.37,-25.87
"Sooretamys angouya",-54.27,-25.47
"Sooretamys angouya",-54.58,-25.6
"Sooretamys angouya",-55,-27
"Sooretamys angouya",-54.65,-25.68
"Sooretamys angouya",-54.68,-26.43
"Sooretamys angouya",-53.92,-27.13
"Sooretamys angouya",-54.22,-26.92
"Sooretamys angouya",-54.95,-27.08
"Sooretamys angouya",-54.08,-25.98
"Sooretamys angouya",-54.77,-26.62
"Sooretamys angouya",-54.6,-25.9
"Sooretamys angouya",-54.13,-26.63
"Sooretamys angouya",-53.9,-26.47
"Sooretamys angouya",-54.55,-26.1
"Sooretamys angouya",-40.93,-20.47
"Sooretamys angouya",-41.8,-20.37
"Sooretamys angouya",-44.88,-22.28
"Sooretamys angouya",-43.43,-19
"Sooretamys angouya",-46.6,-20.7
"Sooretamys angouya",-46.57,-21.78
"Sooretamys angouya",-44.85,-22.37
"Sooretamys angouya",-49,-25.38
"Sooretamys angouya",-52.12,-25.8
"Sooretamys angouya",-50.3,-27.32
"Sooretamys angouya",-52.17,-25.87
"Sooretamys angouya",-48.97,-25.72
"Sooretamys angouya",-49.67,-24.17
"Sooretamys angouya",-51.27,-23.45
"Sooretamys angouya",-50.03,-25.25
"Sooretamys angouya",-52.63,-23.67
"Sooretamys angouya",-51.63,-25.72
"Sooretamys angouya",-48.82,-25.08
"Sooretamys angouya",-48.83,-25.33
"Sooretamys angouya",-53.1,-25.55
"Sooretamys angouya",-44.02,-22.77
"Sooretamys angouya",-44.72,-23.22
"Sooretamys angouya",-42.98,-22.43
"Sooretamys angouya",-53.33,-28.43
"Sooretamys angouya",-52.23,-27.32
"Sooretamys angouya",-51.93,-28.72
"Sooretamys angouya",-51.08,-29.95
"Sooretamys angouya",-50.92,-31.1
"Sooretamys angouya",-51.18,-29.17
"Sooretamys angouya",-51.23,-30.08
"Sooretamys angouya",-53.6,-28.65
"Sooretamys angouya",-51.98,-29.52
"Sooretamys angouya",-52.45,-31.45
"Sooretamys angouya",-52.52,-30.53
"Sooretamys angouya",-49.8,-29.37
"Sooretamys angouya",-55.27,-28.18
"Sooretamys angouya",-51.9,-28.85
"Sooretamys angouya",-50.27,-29.88
"Sooretamys angouya",-53.03,-27.25
"Sooretamys angouya",-52.88,-27.32
"Sooretamys angouya",-50.18,-29.68
"Sooretamys angouya",-51.52,-31.12
"Sooretamys angouya",-51.18,-28.32
"Sooretamys angouya",-51.4,-28.98
"Sooretamys angouya",-50.83,-29.27
"Sooretamys angouya",-50.1,-29.83
"Sooretamys angouya",-50.13,-29.45
"Sooretamys angouya",-50.3,-29.27
"Sooretamys angouya",-49.72,-29.33
"Sooretamys angouya",-50.13,-29.98
"Sooretamys angouya",-50.27,-29.55
"Sooretamys angouya",-51.55,-27
"Sooretamys angouya",-48.98,-27.58
"Sooretamys angouya",-49.05,-28.58
"Sooretamys angouya",-50.23,-26.07
"Sooretamys angouya",-50.75,-27.9
"Sooretamys angouya",-52.42,-27
"Sooretamys angouya",-52.33,-26.95
"Sooretamys angouya",-48.83,-26.3
"Sooretamys angouya",-49.5,-26.47
"Sooretamys angouya",-50.2,-26.2
"Sooretamys angouya",-48.77,-27.67
"Sooretamys angouya",-48.53,-27.72
"Sooretamys angouya",-52.52,-26.93
"Sooretamys angouya",-49.13,-27.03
"Sooretamys angouya",-48.82,-27.73
"Sooretamys angouya",-49.13,-27.9
"Sooretamys angouya",-48.97,-26.93
"Sooretamys angouya",-48.58,-27.72
"Sooretamys angouya",-49.1,-27.05
"Sooretamys angouya",-50.32,-26.1
"Sooretamys angouya",-52.37,-27.27
"Sooretamys angouya",-53.55,-26.67
"Sooretamys angouya",-48.85,-24.5
"Sooretamys angouya",-47.45,-23.88
"Sooretamys angouya",-49.07,-22.32
"Sooretamys angouya",-48.32,-24.08
"Sooretamys angouya",-45.87,-23.63
"Sooretamys angouya",-48.35,-24.08
"Sooretamys angouya",-47.82,-24.05
"Sooretamys angouya",-45.93,-23.37
"Sooretamys angouya",-47.03,-23.68
"Sooretamys angouya",-46.95,-23.58
"Sooretamys angouya",-46.93,-23.62
"Sooretamys angouya",-47.47,-23.83
"Sooretamys angouya",-47.47,-23.87
"Sooretamys angouya",-44.32,-22.68
"Sooretamys angouya",-48.4,-24.27
"Sooretamys angouya",-48.45,-24.27
"Sooretamys angouya",-48.4,-24.3
"Sooretamys angouya",-47.4,-23.72
"Sooretamys angouya",-46.58,-23.8
"Sooretamys angouya",-47.47,-24.68
"Sooretamys angouya",-45.17,-23.54
"Sooretamys angouya",-47.6,-23.43
"Sooretamys angouya",-48.58,-24.6
"Sooretamys angouya",-48.05,-23.58
"Sooretamys angouya",-49.33,-24.1
"Sooretamys angouya",-48.3,-24.03
"Sooretamys angouya",-48.35,-24.22
"Sooretamys angouya",-48.38,-24.22
"Sooretamys angouya",-46.32,-23.78
"Sooretamys angouya",-45.15,-22.6
"Sooretamys angouya",-46.4,-23.7
"Sooretamys angouya",-49.65,-22.02
"Sooretamys angouya",-49.98,-22.93
"Sooretamys angouya",-52.17,-22.52
"Sooretamys angouya",-47.43,-23.82
"Sooretamys angouya",-55.98,-22.62
"Sooretamys angouya",-55.65,-25.25
"Sooretamys angouya",-55.6,-24.25
"Sooretamys angouya",-57.67,-25.27
"Sooretamys angouya",-57.63,-25.25
"Sooretamys angouya",-56.35,-27.13
"Sooretamys angouya",-56.55,-26.75
"Sooretamys angouya",-56.88,-26.68
"Sooretamys angouya",-56.9,-27.4
"Sooretamys angouya",-56.95,-26.47
"Sooretamys angouya",-57.23,-26.5
"Sooretamys angouya",-57.03,-26.4
"Sooretamys angouya",-57.05,-26.87
"Sooretamys angouya",-58.12,-26.57
"Sooretamys angouya",-57.17,-26
"Sooretamys angouya",-57.15,-25.63
"Sooretamys angouya",-56.92,-25.67
"Sooretamys angouya",-56.6,-23.9
"Thaptomys nigrita",-39.14,-14.02
"Thaptomys nigrita",-39.06,-15.17
"Thaptomys nigrita",-39.17,-15.21
"Thaptomys nigrita",-39.84,-17.17
"Thaptomys nigrita",-40.53,-19.95
"Thaptomys nigrita",-40.6,-19.96
"Thaptomys nigrita",-40.58,-19.97
"Thaptomys nigrita",-44.56,-21.58
"Thaptomys nigrita",-44.56,-21.59
"Thaptomys nigrita",-41.86,-21.87
"Thaptomys nigrita",-42.93,-22.36
"Thaptomys nigrita",-52.37,-22.4
"Thaptomys nigrita",-42.97,-22.45
"Thaptomys nigrita",-52.28,-22.52
"Thaptomys nigrita",-45.08,-23.32
"Thaptomys nigrita",-46.6,-23.37
"Thaptomys nigrita",-45.23,-23.43
"Thaptomys nigrita",-46.96,-23.67
"Thaptomys nigrita",-46.95,-23.68
"Thaptomys nigrita",-46.95,-23.72
"Thaptomys nigrita",-47,-23.74
"Thaptomys nigrita",-47.67,-23.93
"Thaptomys nigrita",-48.1,-24.22
"Thaptomys nigrita",-48.33,-24.29
"Thaptomys nigrita",-54.47,-24.82
"Thaptomys nigrita",-53.65,-25.07
"Thaptomys nigrita",-51.33,-26.43
"Thaptomys nigrita",-55.76,-26.46
"Thaptomys nigrita",-49.67,-26.7
"Thaptomys nigrita",-51.78,-27.14
"Thaptomys nigrita",-53.03,-27.44
"Thaptomys nigrita",-48.51,-27.6
"Thaptomys nigrita",-52.22,-28.04
"Thaptomys nigrita",-52.19,-28.32
"Thaptomys nigrita",-49.6,-28.61
"Thaptomys nigrita",-50.2,-29.32
"Thaptomys nigrita",-49.76,-29.37
"Thaptomys nigrita",-50.39,-29.42
"Thaptomys nigrita",-50.2,-29.49
"Thaptomys nigrita",-50.35,-30.38
"Thaptomys nigrita",-39.18,-14.65
"Thaptomys nigrita",-39.12,-14.8
"Thaptomys nigrita",-39.05,-14.82
"Thaptomys nigrita",-39.32,-14.95
"Thaptomys nigrita",-39.07,-15.3
"Thaptomys nigrita",-40.6,-19.92
"Thaptomys nigrita",-41.7,-20.88
"Thaptomys nigrita",-41.1,-20.85
"Thaptomys nigrita",-41.8,-20.37
"Thaptomys nigrita",-42.47,-20.72
"Thaptomys nigrita",-44.97,-22.38
"Thaptomys nigrita",-45.28,-22.5
"Thaptomys nigrita",-42.68,-22.05
"Thaptomys nigrita",-44.72,-23.22
"Thaptomys nigrita",-46.78,-21.97
"Thaptomys nigrita",-45.58,-22.73
"Thaptomys nigrita",-47.63,-22.72
"Thaptomys nigrita",-45.85,-23.53
"Thaptomys nigrita",-46.03,-23.58
"Thaptomys nigrita",-46.93,-23.62
"Thaptomys nigrita",-46.32,-23.78
"Thaptomys nigrita",-45.35,-23.82
"Thaptomys nigrita",-48.17,-24.02
"Thaptomys nigrita",-47.55,-24.72
"Thaptomys nigrita",-51.95,-23.9
"Thaptomys nigrita",-50.92,-24.2
"Thaptomys nigrita",-50.62,-24.35
"Thaptomys nigrita",-49.07,-25.35
"Thaptomys nigrita",-49.23,-26.43
"Thaptomys nigrita",-53.75,-27.37
"Thaptomys nigrita",-53.75,-22.33
